order_id,customer_id,product_sku,quantity,unit_price,revenue_usd,currency,status,region,created_at
ORD-100082,CUST-00197,SKU-0018,6,109.44,85.36,EUR,paid,AMER,2026-03-23T02:59:00Z
ORD-100083,CUST-00172,SKU-0030,7,215.84,196.41,USD,paid,APAC,2026-03-02T12:58:00Z
ORD-100084,CUST-00028,SKU-0039,11,159.70,228.37,USD,paid,EMEA,2026-03-31T09:56:00Z
ORD-100085,CUST-00180,SKU-0009,11,425.42,608.35,USD,refunded,APAC,2026-04-05T19:18:00Z
ORD-100086,CUST-00221,SKU-0026,12,193.76,302.27,USD,paid,APAC,2026-01-18T11:14:00Z
ORD-100087,CUST-00380,SKU-0020,4,492.57,256.14,USD,paid,AMER,2026-04-17T17:03:00Z
ORD-100088,CUST-00386,SKU-0036,12,371.32,579.26,USD,paid,AMER,2026-03-23T17:41:00Z
ORD-100089,CUST-00327,SKU-0021,4,391.29,203.47,USD,paid,AMER,2026-02-14T14:31:00Z
ORD-100090,CUST-00266,SKU-0015,12,238.49,372.04,USD,refunded,AMER,2026-01-27T13:23:00Z
ORD-100091,CUST-00350,SKU-0025,9,326.85,382.41,EUR,paid,LATAM,2026-01-08T17:21:00Z
ORD-100092,CUST-00323,SKU-0021,7,172.01,156.53,USD,paid,,2026-02-04T13:52:00Z
ORD-100093,CUST-00197,SKU-0040,7,129.47,117.82,USD,cancelled,AMER,2026-04-15T08:51:00Z
ORD-100094,CUST-00326,SKU-0030,8,255.38,265.60,EUR,paid,EMEA,2026-01-28T17:51:00Z
ORD-100095,CUST-00134,SKU-0029,3,126.13,49.19,USD,paid,AMER,2026-01-14T21:57:00Z
ORD-100096,CUST-00125,SKU-0028,4,121.18,63.01,USD,paid,APAC,2026-03-30T04:52:00Z
ORD-100097,CUST-00038,SKU-0007,12,417.38,5008.56,USD,refunded,EMEA,2026-02-09T07:41:00Z
ORD-100098,CUST-00385,SKU-0035,1,417.32,54.25,USD,paid,AMER,2026-02-25T08:38:00Z
ORD-100099,CUST-00416,SKU-0033,4,84.87,44.13,USD,cancelled,APAC,2026-01-31T19:51:00Z
ORD-100100,CUST-00170,SKU-0011,4,10.98,5.71,USD,paid,AMER,2026-02-26T00:41:00Z
ORD-100101,CUST-00374,SKU-0023,5,217.01,141.06,USD,paid,AMER,2026-03-25T19:30:00Z
ORD-100102,CUST-00427,SKU-0017,12,196.75,306.93,USD,paid,AMER,2026-04-24T10:05:00Z
ORD-100103,CUST-00384,SKU-0035,8,370.75,385.58,USD,paid,EMEA,2026-03-17T21:30:00Z
ORD-100104,CUST-00095,SKU-0039,4,375.71,195.37,USD,paid,AMER,2026-04-30T14:15:00Z
ORD-100105,CUST-00450,SKU-0036,1,67.55,8.78,USD,pending,APAC,2026-04-04T11:03:00Z
ORD-100106,CUST-00152,SKU-0023,8,73.19,76.12,EUR,paid,AMER,2026-03-07T09:38:00Z
ORD-100107,CUST-00025,SKU-0019,11,106.79,152.71,USD,paid,APAC,2026-01-28T17:28:00Z
ORD-100108,CUST-00357,SKU-0030,4,232.44,120.87,USD,refunded,AMER,2026-02-20T09:45:00Z
ORD-100109,CUST-00334,SKU-0023,5,394.38,256.35,USD,paid,APAC,2026-02-07T06:12:00Z
ORD-100110,CUST-00354,SKU-0026,3,166.50,64.94,USD,paid,LATAM,2026-01-10T12:47:00Z
ORD-100111,CUST-00146,SKU-0004,10,298.69,388.30,USD,paid,AMER,2026-04-13T21:03:00Z
ORD-100112,CUST-00012,SKU-0035,3,20.32,7.92,USD,paid,EMEA,2026-04-10T18:25:00Z
ORD-100113,CUST-00053,SKU-0012,6,125.63,97.99,USD,pending,EMEA,2026-01-14T03:01:00Z
ORD-100114,CUST-00370,SKU-0020,1,228.31,29.68,USD,paid,AMER,2026-03-12T00:55:00Z
ORD-100115,CUST-00266,SKU-0015,1,20.36,2.65,USD,paid,APAC,2026-01-14T23:11:00Z
ORD-100116,CUST-00121,SKU-0040,1,346.89,45.10,USD,paid,AMER,2026-02-19T18:13:00Z
ORD-100117,CUST-00249,SKU-0025,3,253.10,98.71,USD,paid,AMER,2026-02-27T12:02:00Z
ORD-100118,CUST-00266,SKU-0018,6,174.78,136.33,USD,paid,AMER,2026-04-24T11:42:00Z
ORD-100119,CUST-00320,SKU-0037,4,210.52,109.47,USD,pending,AMER,2026-04-18T04:05:00Z
ORD-100120,CUST-00347,SKU-0024,10,356.68,463.68,USD,cancelled,LATAM,2026-04-15T21:50:00Z
ORD-100121,CUST-00095,SKU-0003,2,32.99,8.58,USD,paid,AMER,2026-02-18T21:56:00Z
ORD-100122,CUST-00232,SKU-0012,5,312.52,203.14,USD,paid,LATAM,2026-01-08T22:52:00Z
ORD-100123,CUST-00157,SKU-0021,6,254.41,198.44,USD,paid,AMER,2026-02-15T01:25:00Z
ORD-100124,CUST-00245,SKU-0021,5,347.45,225.84,USD,pending,APAC,2026-02-12T02:16:00Z
ORD-100125,CUST-00075,SKU-0028,1,238.38,30.99,USD,cancelled,APAC,2026-04-01T01:18:00Z
ORD-100126,CUST-00093,SKU-0013,7,367.76,334.66,USD,pending,AMER,2026-04-05T19:43:00Z
ORD-100127,CUST-00258,SKU-0008,7,133.49,121.48,USD,paid,EMEA,2026-03-02T05:46:00Z
ORD-100128,CUST-00278,SKU-0022,6,378.11,294.93,USD,paid,APAC,2026-04-10T03:00:00Z
ORD-100129,CUST-00369,SKU-0002,3,369.90,144.26,USD,paid,AMER,2026-03-18T19:24:00Z
ORD-100130,CUST-00228,SKU-0010,12,409.82,639.32,USD,paid,AMER,2026-01-29T22:26:00Z
ORD-100131,CUST-00112,SKU-0035,11,306.03,437.62,USD,refunded,AMER,2026-04-18T11:43:00Z
ORD-100132,CUST-00126,SKU-0003,9,70.10,82.02,USD,paid,APAC,2026-04-02T17:12:00Z
ORD-100133,CUST-00355,SKU-0036,6,415.07,323.75,USD,paid,AMER,2026-04-06T05:14:00Z
ORD-100134,CUST-00079,SKU-0028,1,342.44,44.52,USD,paid,APAC,2026-03-01T08:02:00Z
ORD-100135,CUST-00299,SKU-0010,9,268.94,314.66,USD,paid,EMEA,2026-04-06T00:58:00Z
ORD-100136,CUST-00063,SKU-0029,1,402.72,52.35,USD,refunded,AMER,2026-03-28T15:33:00Z
ORD-100137,CUST-00087,SKU-0030,10,357.07,464.19,USD,paid,AMER,2026-03-30T00:58:00Z
ORD-100138,CUST-00130,SKU-0004,2,63.44,16.49,USD,paid,EMEA,2026-04-28T21:38:00Z
ORD-100139,CUST-00270,SKU-0025,12,181.32,282.86,USD,paid,APAC,2026-02-18T03:45:00Z
ORD-100140,CUST-00355,SKU-0014,9,471.95,552.18,USD,paid,EMEA,2026-04-21T07:42:00Z
ORD-100141,CUST-00143,SKU-0011,6,244.47,190.69,USD,paid,AMER,2026-03-07T17:25:00Z
ORD-100142,CUST-00328,SKU-0034,2,28.66,7.45,USD,paid,EMEA,2026-01-10T20:20:00Z
ORD-100143,CUST-00127,SKU-0015,7,279.04,253.93,USD,pending,AMER,2026-03-31T08:20:00Z
ORD-100144,CUST-00422,SKU-0020,8,250.83,260.86,USD,paid,AMER,2026-02-19T10:31:00Z
ORD-100145,CUST-00355,SKU-0036,6,183.62,143.22,USD,paid,APAC,2026-01-28T22:46:00Z
ORD-100146,CUST-00281,SKU-0026,3,139.07,54.24,USD,paid,EMEA,2026-04-07T20:48:00Z
ORD-100147,CUST-00107,SKU-0002,7,255.27,232.30,USD,refunded,AMER,2026-01-04T19:19:00Z
ORD-100148,CUST-00254,SKU-0004,9,389.41,455.61,USD,pending,EMEA,2026-02-22T22:14:00Z
ORD-100149,CUST-00081,SKU-0012,6,465.68,363.23,USD,paid,EMEA,2026-03-15T21:53:00Z
ORD-100150,CUST-00293,SKU-0024,6,76.35,458.10,USD,paid,EMEA,2026-03-07T04:41:00Z
ORD-100151,CUST-00302,SKU-0027,12,50.17,78.27,USD,paid,AMER,2026-02-23T15:03:00Z
ORD-100152,CUST-00110,SKU-0036,4,19.79,10.29,USD,paid,AMER,2026-01-05T02:10:00Z
ORD-100153,CUST-00401,SKU-0022,2,314.43,81.75,USD,paid,APAC,2026-03-29T12:41:00Z
ORD-100154,CUST-00040,SKU-0038,5,121.89,79.23,USD,paid,AMER,2026-02-13T03:15:00Z
ORD-100155,CUST-00193,SKU-0040,5,58.72,38.17,USD,pending,EMEA,2026-04-06T03:25:00Z
ORD-100156,CUST-00027,SKU-0012,9,165.63,193.79,EUR,cancelled,EMEA,2026-03-04T13:08:00Z
ORD-100157,CUST-00012,SKU-0035,11,128.96,184.41,USD,paid,AMER,2026-02-07T07:28:00Z
ORD-100158,CUST-00042,SKU-0007,6,411.78,321.19,USD,paid,AMER,2026-01-11T19:05:00Z
ORD-100159,CUST-00009,SKU-0003,6,423.06,329.99,USD,paid,APAC,2026-02-11T12:44:00Z
ORD-100160,CUST-00393,SKU-0027,11,213.86,305.82,USD,pending,AMER,2026-03-10T23:26:00Z
ORD-100161,CUST-00239,SKU-0016,1,382.02,49.66,USD,paid,,2026-01-20T03:09:00Z
ORD-100162,CUST-00089,SKU-0025,11,402.98,576.26,USD,paid,AMER,2026-03-15T01:39:00Z
ORD-100163,CUST-00399,SKU-0003,4,33.12,17.22,USD,pending,EMEA,2026-03-07T20:59:00Z
ORD-100164,CUST-00027,SKU-0023,10,257.31,2573.10,USD,paid,AMER,2026-03-07T23:46:00Z
ORD-100165,CUST-00344,SKU-0017,2,340.75,88.59,USD,paid,EMEA,2026-04-15T07:32:00Z
ORD-100166,CUST-00199,SKU-0004,11,200.54,286.77,USD,pending,AMER,2026-01-08T08:09:00Z
ORD-100167,CUST-00328,SKU-0012,5,440.53,286.34,USD,paid,EMEA,2026-02-25T03:27:00Z
ORD-100168,CUST-00090,SKU-0036,8,22.33,178.64,USD,paid,AMER,2026-04-23T15:59:00Z
ORD-100169,CUST-00026,SKU-0022,11,312.09,446.29,USD,paid,EMEA,2026-01-27T03:35:00Z
ORD-100170,CUST-00318,SKU-0038,10,168.32,218.82,USD,paid,APAC,2026-01-18T18:09:00Z
ORD-100171,CUST-00434,SKU-0036,4,32.59,16.95,USD,paid,AMER,2026-01-15T02:09:00Z
ORD-100172,CUST-00042,SKU-0026,2,242.41,63.03,USD,refunded,AMER,2026-01-22T13:59:00Z
ORD-100173,CUST-00371,SKU-0021,10,376.50,489.45,USD,paid,AMER,2026-01-07T18:03:00Z
ORD-100174,CUST-00153,SKU-0025,5,205.98,133.89,EUR,refunded,AMER,2026-03-01T06:06:00Z
ORD-100175,CUST-00292,SKU-0026,2,497.70,129.40,USD,paid,AMER,2026-01-03T20:29:00Z
ORD-100176,CUST-00423,SKU-0003,3,161.60,63.02,USD,paid,APAC,2026-03-29T21:44:00Z
ORD-100177,CUST-00019,SKU-0009,8,269.60,280.38,USD,pending,EMEA,2026-02-09T04:34:00Z
ORD-100178,CUST-00303,SKU-0014,12,124.33,193.95,USD,paid,APAC,2026-01-10T01:34:00Z
ORD-100179,CUST-00329,SKU-0025,1,372.78,48.46,USD,paid,EMEA,2026-03-12T17:23:00Z
ORD-100180,CUST-00111,SKU-0034,12,467.96,730.02,USD,paid,AMER,2026-03-16T00:37:00Z
ORD-100181,CUST-00170,SKU-0014,8,168.94,175.70,USD,paid,EMEA,2026-04-04T10:53:00Z
ORD-100182,CUST-00012,SKU-0031,7,345.75,314.63,USD,paid,EMEA,2026-04-08T06:12:00Z
ORD-100183,CUST-00012,SKU-0011,7,379.76,345.58,USD,paid,EMEA,2026-02-01T20:44:00Z
ORD-100184,CUST-00165,SKU-0021,11,86.17,123.22,USD,cancelled,EMEA,2026-04-16T00:46:00Z
ORD-100185,CUST-00068,SKU-0019,10,155.71,202.42,USD,pending,AMER,2026-03-28T20:39:00Z
ORD-100186,CUST-00105,SKU-0037,6,216.36,168.76,USD,paid,EMEA,2026-01-17T09:55:00Z
ORD-100187,CUST-00259,SKU-0017,3,163.59,63.80,USD,pending,APAC,2026-01-22T15:35:00Z
ORD-100188,CUST-00415,SKU-0039,1,151.95,19.75,USD,pending,AMER,2026-01-22T17:36:00Z
ORD-100189,CUST-00362,SKU-0031,8,236.67,246.14,EUR,paid,AMER,2026-02-03T16:21:00Z
ORD-100190,CUST-00099,SKU-0035,4,459.47,238.92,USD,paid,APAC,2026-02-23T16:30:00Z
ORD-100191,CUST-00239,SKU-0004,8,139.41,144.99,USD,paid,EMEA,2026-02-19T22:25:00Z
ORD-100192,CUST-00383,SKU-0029,2,176.63,45.92,USD,cancelled,AMER,2026-04-03T11:03:00Z
ORD-100193,CUST-00379,SKU-0039,10,490.90,638.17,USD,pending,EMEA,2026-02-21T19:07:00Z
ORD-100194,CUST-00410,SKU-0007,9,125.05,1125.45,USD,cancelled,AMER,2026-03-16T05:13:00Z
ORD-100195,CUST-00033,SKU-0011,4,53.07,27.60,USD,paid,AMER,2026-02-28T05:16:00Z
ORD-100196,CUST-00330,SKU-0006,12,346.66,540.79,USD,paid,AMER,2026-03-21T06:54:00Z
ORD-100197,CUST-00233,SKU-0002,7,162.81,148.16,USD,paid,EMEA,2026-01-18T21:43:00Z
ORD-100198,CUST-00191,SKU-0034,8,193.82,201.57,USD,pending,,2026-04-08T02:20:00Z
ORD-100199,CUST-00304,SKU-0009,4,384.11,1536.44,USD,paid,EMEA,2026-01-23T13:16:00Z
ORD-100200,CUST-00227,SKU-0018,2,496.71,129.14,USD,paid,LATAM,2026-01-02T09:53:00Z
ORD-100201,CUST-00208,SKU-0020,9,410.71,480.53,USD,pending,AMER,2026-03-22T18:56:00Z
ORD-100202,CUST-00197,SKU-0001,2,53.91,14.02,USD,paid,AMER,2026-03-25T12:25:00Z
ORD-100203,CUST-00356,SKU-0016,7,84.96,77.31,USD,paid,EMEA,2026-03-24T13:58:00Z
ORD-100204,CUST-00148,SKU-0020,11,34.43,49.23,USD,paid,LATAM,2026-04-01T15:38:00Z
ORD-100205,CUST-00005,SKU-0021,8,457.45,475.75,USD,paid,AMER,2026-03-25T06:26:00Z
ORD-100206,CUST-00329,SKU-0040,9,103.94,121.61,USD,cancelled,EMEA,2026-01-05T21:08:00Z
ORD-100207,CUST-00417,SKU-0005,2,48.54,12.62,USD,paid,AMER,2026-01-16T15:22:00Z
ORD-100208,CUST-00425,SKU-0033,6,454.89,354.81,USD,paid,APAC,2026-01-12T12:07:00Z
ORD-100209,CUST-00265,SKU-0035,2,168.23,43.74,USD,pending,AMER,2026-03-12T08:05:00Z
ORD-100210,CUST-00223,SKU-0012,2,487.91,126.86,USD,paid,LATAM,2026-02-28T20:12:00Z
ORD-100211,CUST-00167,SKU-0029,10,259.79,337.73,USD,paid,AMER,2026-01-03T01:38:00Z
ORD-100212,CUST-00372,SKU-0002,9,137.95,161.40,USD,paid,AMER,2026-03-09T13:17:00Z
ORD-100213,CUST-00249,SKU-0006,3,384.07,149.79,USD,refunded,AMER,2026-02-13T07:10:00Z
ORD-100214,CUST-00287,SKU-0037,7,195.95,178.31,USD,paid,AMER,2026-03-26T23:56:00Z
ORD-100215,CUST-00163,SKU-0010,10,20.54,26.70,USD,paid,AMER,2026-02-22T14:33:00Z
ORD-100216,CUST-00269,SKU-0016,2,263.61,68.54,USD,paid,AMER,2026-01-19T04:23:00Z
ORD-100217,CUST-00211,SKU-0028,12,39.29,61.29,USD,refunded,AMER,2026-03-11T19:48:00Z
ORD-100218,CUST-00262,SKU-0016,8,270.42,281.24,USD,paid,AMER,2026-02-21T04:53:00Z
ORD-100219,CUST-00171,SKU-0012,9,213.86,250.22,USD,paid,AMER,2026-02-23T09:43:00Z
ORD-100220,CUST-00096,SKU-0020,5,166.05,107.93,USD,paid,EMEA,2026-03-22T18:27:00Z
ORD-100221,CUST-00010,SKU-0025,7,172.90,157.34,USD,refunded,EMEA,2026-04-18T02:53:00Z
ORD-100222,CUST-00233,SKU-0033,2,170.75,44.40,USD,refunded,AMER,2026-02-14T22:30:00Z
ORD-100223,CUST-00032,SKU-0017,6,41.23,32.16,USD,cancelled,AMER,2026-02-21T01:36:00Z
ORD-100224,CUST-00280,SKU-0016,10,370.42,481.55,USD,paid,AMER,2026-04-20T14:33:00Z
ORD-100225,CUST-00246,SKU-0010,7,494.07,449.60,USD,cancelled,AMER,2026-02-20T10:45:00Z
ORD-100226,CUST-00330,SKU-0032,8,469.42,488.20,USD,paid,LATAM,2026-03-13T10:02:00Z
ORD-100227,CUST-00333,SKU-0017,9,186.46,218.16,USD,refunded,LATAM,2026-01-07T07:57:00Z
ORD-100228,CUST-00028,SKU-0009,10,192.28,249.96,USD,paid,AMER,2026-04-22T18:18:00Z
ORD-100229,CUST-00443,SKU-0038,2,161.49,41.99,EUR,refunded,,2026-01-11T06:04:00Z
ORD-100230,CUST-00374,SKU-0039,1,85.97,11.18,USD,pending,AMER,2026-04-06T15:50:00Z
ORD-100231,CUST-00240,SKU-0015,10,242.87,315.73,USD,paid,AMER,2026-04-24T07:45:00Z
ORD-100232,CUST-00403,SKU-0019,1,102.12,13.28,USD,paid,EMEA,2026-02-23T09:25:00Z
ORD-100233,CUST-00135,SKU-0038,4,183.16,95.24,USD,paid,AMER,2026-02-06T22:22:00Z
ORD-100234,CUST-00028,SKU-0034,10,57.24,74.41,USD,cancelled,APAC,2026-03-02T06:46:00Z
ORD-100235,CUST-00327,SKU-0022,5,473.78,307.96,USD,pending,APAC,2026-01-23T17:55:00Z
ORD-100236,CUST-00448,SKU-0015,5,293.50,190.78,USD,paid,,2026-04-15T07:30:00Z
ORD-100237,CUST-00044,SKU-0039,12,35.11,54.77,USD,paid,APAC,2026-01-25T02:43:00Z
ORD-100238,CUST-00009,SKU-0011,2,60.13,15.63,USD,paid,EMEA,2026-02-11T01:22:00Z
ORD-100239,CUST-00067,SKU-0015,3,133.75,52.16,USD,paid,EMEA,2026-03-26T18:24:00Z
ORD-100240,CUST-00292,SKU-0017,12,223.82,349.16,USD,paid,AMER,2026-01-08T00:07:00Z
ORD-100241,CUST-00039,SKU-0028,12,374.38,584.03,EUR,paid,AMER,2026-02-27T18:50:00Z
ORD-100242,CUST-00156,SKU-0039,3,396.69,154.71,USD,paid,AMER,2026-02-25T05:13:00Z
ORD-100243,CUST-00173,SKU-0008,2,213.74,55.57,USD,paid,AMER,2026-02-19T11:45:00Z
ORD-100244,CUST-00066,SKU-0036,2,412.12,107.15,USD,refunded,APAC,2026-03-14T23:49:00Z
ORD-100245,CUST-00229,SKU-0001,8,454.30,472.47,USD,paid,AMER,2026-01-07T19:39:00Z
