order_id,customer_id,product_sku,quantity,unit_price,revenue_usd,currency,status,region,created_at
ORD-100033,CUST-00290,SKU-0039,1,346.91,346.91,USD,pending,AMER,2026-04-30T11:32:00Z
ORD-100034,CUST-00081,SKU-0029,9,141.07,1269.63,USD,paid,APAC,2026-01-24T13:31:00Z
ORD-100035,CUST-00168,SKU-0011,2,115.11,230.22,USD,paid,EMEA,2026-03-21T06:12:00Z
ORD-100036,CUST-00323,SKU-0019,1,436.14,436.14,USD,refunded,APAC,2026-02-11T01:07:00Z
ORD-100037,CUST-00104,SKU-0013,5,369.34,1846.70,USD,paid,,2026-03-19T03:18:00Z
ORD-100038,CUST-00449,SKU-0037,5,309.68,1548.40,USD,paid,AMER,2026-02-21T06:02:00Z
ORD-100039,CUST-00312,SKU-0017,11,37.07,407.77,USD,paid,,2026-03-31T22:08:00Z
ORD-100040,CUST-00255,SKU-0016,12,68.01,816.12,USD,paid,,2026-01-02T04:29:00Z
ORD-100041,CUST-00280,SKU-0028,6,322.86,1937.16,USD,paid,,2026-04-28T23:54:00Z
ORD-100042,CUST-00364,SKU-0025,2,57.96,115.92,USD,paid,,2026-02-04T12:20:00Z
ORD-100043,CUST-00059,SKU-0022,9,367.90,3311.10,USD,paid,EMEA,2026-01-26T21:01:00Z
ORD-100044,CUST-00288,SKU-0039,6,252.88,1517.28,USD,paid,,2026-04-22T02:00:00Z
ORD-100045,CUST-00273,SKU-0008,11,409.54,4504.94,USD,paid,,2026-04-03T17:30:00Z
ORD-100046,CUST-00168,SKU-0029,10,474.73,4747.30,USD,cancelled,,2026-04-28T18:56:00Z
ORD-100047,CUST-00207,SKU-0003,8,153.04,1224.32,USD,pending,,2026-02-18T03:08:00Z
ORD-100048,CUST-00315,SKU-0005,11,436.23,4798.53,USD,paid,EMEA,2026-03-23T10:11:00Z
ORD-100049,CUST-00377,SKU-0010,8,174.66,1397.28,USD,paid,LATAM,2026-03-26T06:05:00Z
ORD-100050,CUST-00395,SKU-0038,3,376.59,1129.77,USD,paid,AMER,2026-01-03T02:38:00Z
ORD-100051,CUST-00060,SKU-0020,5,423.42,2117.10,USD,refunded,APAC,2026-04-30T10:43:00Z
ORD-100052,CUST-00409,SKU-0019,1,358.83,358.83,USD,refunded,EMEA,2026-03-31T06:14:00Z
ORD-100053,CUST-00184,SKU-0038,6,326.24,1957.44,USD,paid,,2026-01-30T01:06:00Z
ORD-100054,CUST-00071,SKU-0009,2,189.59,379.18,USD,paid,AMER,2026-03-26T16:49:00Z
ORD-100055,CUST-00211,SKU-0032,1,18.08,18.08,USD,pending,,2026-02-08T23:20:00Z
ORD-100056,CUST-00015,SKU-0029,1,432.84,432.84,USD,paid,AMER,2026-03-11T02:12:00Z
ORD-100057,CUST-00372,SKU-0015,4,179.52,718.08,USD,paid,,2026-03-30T21:29:00Z
ORD-100058,CUST-00286,SKU-0006,7,155.04,1085.28,EUR,paid,AMER,2026-02-08T07:21:00Z
ORD-100059,CUST-00150,SKU-0029,9,363.02,3267.18,USD,refunded,,2026-03-22T12:03:00Z
ORD-100060,CUST-00066,SKU-0023,2,428.81,857.62,USD,paid,EMEA,2026-01-24T10:42:00Z
ORD-100061,CUST-00418,SKU-0016,3,413.28,1239.84,USD,paid,,2026-02-06T08:38:00Z
ORD-100062,CUST-00412,SKU-0025,12,37.88,454.56,USD,paid,AMER,2026-01-22T14:05:00Z
ORD-100063,CUST-00433,SKU-0028,6,422.06,2532.36,USD,paid,APAC,2026-04-02T21:23:00Z
ORD-100064,CUST-00124,SKU-0023,7,469.22,3284.54,USD,paid,EMEA,2026-02-23T13:17:00Z
ORD-100065,CUST-00366,SKU-0001,2,70.06,140.12,USD,paid,,2026-04-20T11:19:00Z
ORD-100066,CUST-00131,SKU-0014,8,347.23,2777.84,USD,paid,AMER,2026-01-06T20:26:00Z
ORD-100067,CUST-00413,SKU-0027,1,108.01,108.01,USD,paid,AMER,2026-01-17T14:52:00Z
ORD-100068,CUST-00287,SKU-0002,12,452.97,5435.64,USD,paid,,2026-03-26T07:55:00Z
ORD-100069,CUST-00162,SKU-0010,11,483.49,5318.39,USD,paid,AMER,2026-04-25T15:58:00Z
ORD-100070,CUST-00149,SKU-0027,6,461.60,2769.60,USD,pending,AMER,2026-01-11T11:25:00Z
ORD-100071,CUST-00344,SKU-0015,10,86.81,868.10,USD,paid,EMEA,2026-02-02T04:38:00Z
ORD-100072,CUST-00401,SKU-0004,6,101.45,608.70,USD,paid,EMEA,2026-04-21T09:14:00Z
ORD-100073,CUST-00145,SKU-0040,10,327.11,3271.10,USD,paid,,2026-02-19T13:01:00Z
ORD-100074,CUST-00027,SKU-0017,8,89.13,713.04,USD,refunded,AMER,2026-02-01T14:44:00Z
ORD-100075,CUST-00112,SKU-0013,10,99.17,991.70,USD,paid,EMEA,2026-04-10T03:03:00Z
ORD-100076,CUST-00033,SKU-0003,5,120.67,603.35,USD,paid,APAC,2026-02-13T14:52:00Z
ORD-100077,CUST-00243,SKU-0040,12,292.50,3510.00,USD,paid,,2026-03-01T14:08:00Z
ORD-100078,CUST-00422,SKU-0001,3,315.52,946.56,USD,paid,,2026-01-29T11:19:00Z
ORD-100079,CUST-00297,SKU-0015,11,216.54,2381.94,USD,paid,AMER,2026-01-24T09:27:00Z
ORD-100080,CUST-00327,SKU-0015,11,350.24,3852.64,USD,paid,EMEA,2026-02-23T09:06:00Z
ORD-100081,CUST-00147,SKU-0039,2,357.76,715.52,USD,paid,APAC,2026-03-19T21:56:00Z
ORD-100082,CUST-00197,SKU-0018,6,109.44,656.64,EUR,paid,AMER,2026-03-23T02:59:00Z
ORD-100083,CUST-00172,SKU-0030,7,215.84,1510.88,USD,paid,,2026-03-02T12:58:00Z
ORD-100084,CUST-00028,SKU-0039,11,159.70,1756.70,USD,paid,EMEA,2026-03-31T09:56:00Z
ORD-100085,CUST-00180,SKU-0009,11,425.42,4679.62,USD,refunded,APAC,2026-04-05T19:18:00Z
ORD-100086,CUST-00221,SKU-0026,12,193.76,2325.12,USD,paid,APAC,2026-01-18T11:14:00Z
ORD-100087,CUST-00380,SKU-0020,4,492.57,1970.28,USD,paid,AMER,2026-04-17T17:03:00Z
ORD-100088,CUST-00386,SKU-0036,12,371.32,4455.84,USD,paid,,2026-03-23T17:41:00Z
ORD-100089,CUST-00327,SKU-0021,4,391.29,1565.16,USD,paid,,2026-02-14T14:31:00Z
ORD-100090,CUST-00266,SKU-0015,12,238.49,2861.88,USD,refunded,AMER,2026-01-27T13:23:00Z
ORD-100091,CUST-00350,SKU-0025,9,326.85,2941.65,EUR,paid,LATAM,2026-01-08T17:21:00Z
ORD-100092,CUST-00323,SKU-0021,7,172.01,1204.07,USD,paid,,2026-02-04T13:52:00Z
ORD-100093,CUST-00197,SKU-0040,7,129.47,906.29,USD,cancelled,,2026-04-15T08:51:00Z
ORD-100094,CUST-00326,SKU-0030,8,255.38,2043.04,EUR,paid,EMEA,2026-01-28T17:51:00Z
ORD-100095,CUST-00134,SKU-0029,3,126.13,378.39,USD,paid,AMER,2026-01-14T21:57:00Z
ORD-100096,CUST-00125,SKU-0028,4,121.18,484.72,USD,paid,,2026-03-30T04:52:00Z
ORD-100097,CUST-00038,SKU-0007,12,417.38,5008.56,USD,refunded,,2026-02-09T07:41:00Z
ORD-100098,CUST-00385,SKU-0035,1,417.32,417.32,USD,paid,,2026-02-25T08:38:00Z
ORD-100099,CUST-00416,SKU-0033,4,84.87,339.48,USD,cancelled,APAC,2026-01-31T19:51:00Z
ORD-100100,CUST-00170,SKU-0011,4,10.98,43.92,USD,paid,AMER,2026-02-26T00:41:00Z
ORD-100101,CUST-00374,SKU-0023,5,217.01,1085.05,USD,paid,AMER,2026-03-25T19:30:00Z
ORD-100102,CUST-00427,SKU-0017,12,196.75,2361.00,USD,paid,,2026-04-24T10:05:00Z
ORD-100103,CUST-00384,SKU-0035,8,370.75,2966.00,USD,paid,,2026-03-17T21:30:00Z
ORD-100104,CUST-00095,SKU-0039,4,375.71,1502.84,USD,paid,AMER,2026-04-30T14:15:00Z
ORD-100105,CUST-00450,SKU-0036,1,67.55,67.55,USD,pending,APAC,2026-04-04T11:03:00Z
ORD-100106,CUST-00152,SKU-0023,8,73.19,585.52,EUR,paid,,2026-03-07T09:38:00Z
ORD-100107,CUST-00025,SKU-0019,11,106.79,1174.69,USD,paid,APAC,2026-01-28T17:28:00Z
ORD-100108,CUST-00357,SKU-0030,4,232.44,929.76,USD,refunded,AMER,2026-02-20T09:45:00Z
ORD-100109,CUST-00334,SKU-0023,5,394.38,1971.90,USD,paid,APAC,2026-02-07T06:12:00Z
ORD-100110,CUST-00354,SKU-0026,3,166.50,499.50,USD,paid,LATAM,2026-01-10T12:47:00Z
ORD-100111,CUST-00146,SKU-0004,10,298.69,2986.90,USD,paid,,2026-04-13T21:03:00Z
ORD-100112,CUST-00012,SKU-0035,3,20.32,60.96,USD,paid,EMEA,2026-04-10T18:25:00Z
ORD-100113,CUST-00053,SKU-0012,6,125.63,753.78,USD,pending,EMEA,2026-01-14T03:01:00Z
ORD-100114,CUST-00370,SKU-0020,1,228.31,228.31,USD,paid,AMER,2026-03-12T00:55:00Z
ORD-100115,CUST-00266,SKU-0015,1,20.36,20.36,USD,paid,APAC,2026-01-14T23:11:00Z
ORD-100116,CUST-00121,SKU-0040,1,346.89,346.89,USD,paid,AMER,2026-02-19T18:13:00Z
ORD-100117,CUST-00249,SKU-0025,3,253.10,759.30,USD,paid,AMER,2026-02-27T12:02:00Z
ORD-100118,CUST-00266,SKU-0018,6,174.78,1048.68,USD,paid,AMER,2026-04-24T11:42:00Z
ORD-100119,CUST-00320,SKU-0037,4,210.52,842.08,USD,pending,,2026-04-18T04:05:00Z
ORD-100120,CUST-00347,SKU-0024,10,356.68,3566.80,USD,cancelled,LATAM,2026-04-15T21:50:00Z
ORD-100121,CUST-00095,SKU-0003,2,32.99,65.98,USD,paid,,2026-02-18T21:56:00Z
ORD-100122,CUST-00232,SKU-0012,5,312.52,1562.60,USD,paid,LATAM,2026-01-08T22:52:00Z
ORD-100123,CUST-00157,SKU-0021,6,254.41,1526.46,USD,paid,,2026-02-15T01:25:00Z
ORD-100124,CUST-00245,SKU-0021,5,347.45,1737.25,USD,pending,APAC,2026-02-12T02:16:00Z
ORD-100125,CUST-00075,SKU-0028,1,238.38,238.38,USD,cancelled,,2026-04-01T01:18:00Z
ORD-100126,CUST-00093,SKU-0013,7,367.76,2574.32,USD,pending,,2026-04-05T19:43:00Z
ORD-100127,CUST-00258,SKU-0008,7,133.49,934.43,USD,paid,EMEA,2026-03-02T05:46:00Z
ORD-100128,CUST-00278,SKU-0022,6,378.11,2268.66,USD,paid,,2026-04-10T03:00:00Z
ORD-100129,CUST-00369,SKU-0002,3,369.90,1109.70,USD,paid,AMER,2026-03-18T19:24:00Z
ORD-100130,CUST-00228,SKU-0010,12,409.82,4917.84,USD,paid,AMER,2026-01-29T22:26:00Z
ORD-100131,CUST-00112,SKU-0035,11,306.03,3366.33,USD,refunded,,2026-04-18T11:43:00Z
ORD-100132,CUST-00126,SKU-0003,9,70.10,630.90,USD,paid,,2026-04-02T17:12:00Z
ORD-100133,CUST-00355,SKU-0036,6,415.07,2490.42,USD,paid,,2026-04-06T05:14:00Z
ORD-100134,CUST-00079,SKU-0028,1,342.44,342.44,USD,paid,APAC,2026-03-01T08:02:00Z
ORD-100135,CUST-00299,SKU-0010,9,268.94,2420.46,USD,paid,EMEA,2026-04-06T00:58:00Z
ORD-100136,CUST-00063,SKU-0029,1,402.72,402.72,USD,refunded,,2026-03-28T15:33:00Z
ORD-100137,CUST-00087,SKU-0030,10,357.07,3570.70,USD,paid,,2026-03-30T00:58:00Z
ORD-100138,CUST-00130,SKU-0004,2,63.44,126.88,USD,paid,,2026-04-28T21:38:00Z
ORD-100139,CUST-00270,SKU-0025,12,181.32,2175.84,USD,paid,,2026-02-18T03:45:00Z
ORD-100140,CUST-00355,SKU-0014,9,471.95,4247.55,USD,paid,EMEA,2026-04-21T07:42:00Z
ORD-100141,CUST-00143,SKU-0011,6,244.47,1466.82,USD,paid,AMER,2026-03-07T17:25:00Z
ORD-100142,CUST-00328,SKU-0034,2,28.66,57.32,USD,paid,EMEA,2026-01-10T20:20:00Z
ORD-100143,CUST-00127,SKU-0015,7,279.04,1953.28,USD,pending,AMER,2026-03-31T08:20:00Z
ORD-100144,CUST-00422,SKU-0020,8,250.83,2006.64,USD,paid,,2026-02-19T10:31:00Z
ORD-100145,CUST-00355,SKU-0036,6,183.62,1101.72,USD,paid,APAC,2026-01-28T22:46:00Z
ORD-100146,CUST-00281,SKU-0026,3,139.07,417.21,USD,paid,,2026-04-07T20:48:00Z
ORD-100147,CUST-00107,SKU-0002,7,255.27,1786.89,USD,refunded,AMER,2026-01-04T19:19:00Z
ORD-100148,CUST-00254,SKU-0004,9,389.41,3504.69,USD,pending,,2026-02-22T22:14:00Z
ORD-100149,CUST-00081,SKU-0012,6,465.68,2794.08,USD,paid,EMEA,2026-03-15T21:53:00Z
ORD-100150,CUST-00293,SKU-0024,6,76.35,458.10,USD,paid,EMEA,2026-03-07T04:41:00Z
ORD-100151,CUST-00302,SKU-0027,12,50.17,602.04,USD,paid,,2026-02-23T15:03:00Z
ORD-100152,CUST-00110,SKU-0036,4,19.79,79.16,USD,paid,AMER,2026-01-05T02:10:00Z
ORD-100153,CUST-00401,SKU-0022,2,314.43,628.86,USD,paid,APAC,2026-03-29T12:41:00Z
ORD-100154,CUST-00040,SKU-0038,5,121.89,609.45,USD,paid,AMER,2026-02-13T03:15:00Z
ORD-100155,CUST-00193,SKU-0040,5,58.72,293.60,USD,pending,EMEA,2026-04-06T03:25:00Z
ORD-100156,CUST-00027,SKU-0012,9,165.63,1490.67,EUR,cancelled,EMEA,2026-03-04T13:08:00Z
ORD-100157,CUST-00012,SKU-0035,11,128.96,1418.56,USD,paid,AMER,2026-02-07T07:28:00Z
ORD-100158,CUST-00042,SKU-0007,6,411.78,2470.68,USD,paid,,2026-01-11T19:05:00Z
ORD-100159,CUST-00009,SKU-0003,6,423.06,2538.36,USD,paid,APAC,2026-02-11T12:44:00Z
ORD-100160,CUST-00393,SKU-0027,11,213.86,2352.46,USD,pending,AMER,2026-03-10T23:26:00Z
ORD-100161,CUST-00239,SKU-0016,1,382.02,382.02,USD,paid,,2026-01-20T03:09:00Z
ORD-100162,CUST-00089,SKU-0025,11,402.98,4432.78,USD,paid,AMER,2026-03-15T01:39:00Z
ORD-100163,CUST-00399,SKU-0003,4,33.12,132.48,USD,pending,EMEA,2026-03-07T20:59:00Z
ORD-100164,CUST-00027,SKU-0023,10,257.31,2573.10,USD,paid,AMER,2026-03-07T23:46:00Z
ORD-100165,CUST-00344,SKU-0017,2,340.75,681.50,USD,paid,EMEA,2026-04-15T07:32:00Z
ORD-100166,CUST-00199,SKU-0004,11,200.54,2205.94,USD,pending,AMER,2026-01-08T08:09:00Z
ORD-100167,CUST-00328,SKU-0012,5,440.53,2202.65,USD,paid,EMEA,2026-02-25T03:27:00Z
ORD-100168,CUST-00090,SKU-0036,8,22.33,178.64,USD,paid,,2026-04-23T15:59:00Z
ORD-100169,CUST-00026,SKU-0022,11,312.09,3432.99,USD,paid,EMEA,2026-01-27T03:35:00Z
ORD-100170,CUST-00318,SKU-0038,10,168.32,1683.20,USD,paid,APAC,2026-01-18T18:09:00Z
ORD-100171,CUST-00434,SKU-0036,4,32.59,130.36,USD,paid,,2026-01-15T02:09:00Z
ORD-100172,CUST-00042,SKU-0026,2,242.41,484.82,USD,refunded,,2026-01-22T13:59:00Z
ORD-100173,CUST-00371,SKU-0021,10,376.50,3765.00,USD,paid,AMER,2026-01-07T18:03:00Z
ORD-100174,CUST-00153,SKU-0025,5,205.98,1029.90,EUR,refunded,AMER,2026-03-01T06:06:00Z
ORD-100175,CUST-00292,SKU-0026,2,497.70,995.40,USD,paid,AMER,2026-01-03T20:29:00Z
ORD-100176,CUST-00423,SKU-0003,3,161.60,484.80,USD,paid,APAC,2026-03-29T21:44:00Z
ORD-100177,CUST-00019,SKU-0009,8,269.60,2156.80,USD,pending,EMEA,2026-02-09T04:34:00Z
ORD-100178,CUST-00303,SKU-0014,12,124.33,1491.96,USD,paid,,2026-01-10T01:34:00Z
ORD-100179,CUST-00329,SKU-0025,1,372.78,372.78,USD,paid,EMEA,2026-03-12T17:23:00Z
ORD-100180,CUST-00111,SKU-0034,12,467.96,5615.52,USD,paid,AMER,2026-03-16T00:37:00Z
ORD-100181,CUST-00170,SKU-0014,8,168.94,1351.52,USD,paid,,2026-04-04T10:53:00Z
ORD-100182,CUST-00012,SKU-0031,7,345.75,2420.25,USD,paid,EMEA,2026-04-08T06:12:00Z
ORD-100183,CUST-00012,SKU-0011,7,379.76,2658.32,USD,paid,EMEA,2026-02-01T20:44:00Z
ORD-100184,CUST-00165,SKU-0021,11,86.17,947.87,USD,cancelled,,2026-04-16T00:46:00Z
ORD-100185,CUST-00068,SKU-0019,10,155.71,1557.10,USD,pending,,2026-03-28T20:39:00Z
ORD-100186,CUST-00105,SKU-0037,6,216.36,1298.16,USD,paid,EMEA,2026-01-17T09:55:00Z
ORD-100187,CUST-00259,SKU-0017,3,163.59,490.77,USD,pending,APAC,2026-01-22T15:35:00Z
ORD-100188,CUST-00415,SKU-0039,1,151.95,151.95,USD,pending,,2026-01-22T17:36:00Z
ORD-100189,CUST-00362,SKU-0031,8,236.67,1893.36,EUR,paid,,2026-02-03T16:21:00Z
ORD-100190,CUST-00099,SKU-0035,4,459.47,1837.88,USD,paid,APAC,2026-02-23T16:30:00Z
ORD-100191,CUST-00239,SKU-0004,8,139.41,1115.28,USD,paid,EMEA,2026-02-19T22:25:00Z
ORD-100192,CUST-00383,SKU-0029,2,176.63,353.26,USD,cancelled,AMER,2026-04-03T11:03:00Z
ORD-100193,CUST-00379,SKU-0039,10,490.90,4909.00,USD,pending,,2026-02-21T19:07:00Z
ORD-100194,CUST-00410,SKU-0007,9,125.05,1125.45,USD,cancelled,AMER,2026-03-16T05:13:00Z
ORD-100195,CUST-00033,SKU-0011,4,53.07,212.28,USD,paid,AMER,2026-02-28T05:16:00Z
ORD-100196,CUST-00330,SKU-0006,12,346.66,4159.92,USD,paid,,2026-03-21T06:54:00Z
ORD-100197,CUST-00233,SKU-0002,7,162.81,1139.67,USD,paid,,2026-01-18T21:43:00Z
ORD-100198,CUST-00191,SKU-0034,8,193.82,1550.56,USD,pending,,2026-04-08T02:20:00Z
ORD-100199,CUST-00304,SKU-0009,4,384.11,1536.44,USD,paid,,2026-01-23T13:16:00Z
ORD-100200,CUST-00227,SKU-0018,2,496.71,993.42,USD,paid,LATAM,2026-01-02T09:53:00Z
ORD-100201,CUST-00208,SKU-0020,9,410.71,3696.39,USD,pending,,2026-03-22T18:56:00Z
ORD-100202,CUST-00197,SKU-0001,2,53.91,107.82,USD,paid,AMER,2026-03-25T12:25:00Z
ORD-100203,CUST-00356,SKU-0016,7,84.96,594.72,USD,paid,EMEA,2026-03-24T13:58:00Z
ORD-100204,CUST-00148,SKU-0020,11,34.43,378.73,USD,paid,,2026-04-01T15:38:00Z
ORD-100205,CUST-00005,SKU-0021,8,457.45,3659.60,USD,paid,AMER,2026-03-25T06:26:00Z
ORD-100206,CUST-00329,SKU-0040,9,103.94,935.46,USD,cancelled,,2026-01-05T21:08:00Z
ORD-100207,CUST-00417,SKU-0005,2,48.54,97.08,USD,paid,AMER,2026-01-16T15:22:00Z
ORD-100208,CUST-00425,SKU-0033,6,454.89,2729.34,USD,paid,,2026-01-12T12:07:00Z
ORD-100209,CUST-00265,SKU-0035,2,168.23,336.46,USD,pending,,2026-03-12T08:05:00Z
ORD-100210,CUST-00223,SKU-0012,2,487.91,975.82,USD,paid,,2026-02-28T20:12:00Z
ORD-100211,CUST-00167,SKU-0029,10,259.79,2597.90,USD,paid,,2026-01-03T01:38:00Z
ORD-100212,CUST-00372,SKU-0002,9,137.95,1241.55,USD,paid,,2026-03-09T13:17:00Z
ORD-100213,CUST-00249,SKU-0006,3,384.07,1152.21,USD,refunded,,2026-02-13T07:10:00Z
ORD-100214,CUST-00287,SKU-0037,7,195.95,1371.65,USD,paid,,2026-03-26T23:56:00Z
ORD-100215,CUST-00163,SKU-0010,10,20.54,205.40,USD,paid,AMER,2026-02-22T14:33:00Z
ORD-100216,CUST-00269,SKU-0016,2,263.61,527.22,USD,paid,,2026-01-19T04:23:00Z
ORD-100217,CUST-00211,SKU-0028,12,39.29,471.48,USD,refunded,AMER,2026-03-11T19:48:00Z
ORD-100218,CUST-00262,SKU-0016,8,270.42,2163.36,USD,paid,AMER,2026-02-21T04:53:00Z
ORD-100219,CUST-00171,SKU-0012,9,213.86,1924.74,USD,paid,,2026-02-23T09:43:00Z
ORD-100220,CUST-00096,SKU-0020,5,166.05,830.25,USD,paid,EMEA,2026-03-22T18:27:00Z
ORD-100221,CUST-00010,SKU-0025,7,172.90,1210.30,USD,refunded,EMEA,2026-04-18T02:53:00Z
ORD-100222,CUST-00233,SKU-0033,2,170.75,341.50,USD,refunded,AMER,2026-02-14T22:30:00Z
ORD-100223,CUST-00032,SKU-0017,6,41.23,247.38,USD,cancelled,,2026-02-21T01:36:00Z
ORD-100224,CUST-00280,SKU-0016,10,370.42,3704.20,USD,paid,AMER,2026-04-20T14:33:00Z
ORD-100225,CUST-00246,SKU-0010,7,494.07,3458.49,USD,cancelled,AMER,2026-02-20T10:45:00Z
ORD-100226,CUST-00330,SKU-0032,8,469.42,3755.36,USD,paid,,2026-03-13T10:02:00Z
ORD-100227,CUST-00333,SKU-0017,9,186.46,1678.14,USD,refunded,,2026-01-07T07:57:00Z
ORD-100228,CUST-00028,SKU-0009,10,192.28,1922.80,USD,paid,AMER,2026-04-22T18:18:00Z
ORD-100229,CUST-00443,SKU-0038,2,161.49,322.98,EUR,refunded,,2026-01-11T06:04:00Z
ORD-100230,CUST-00374,SKU-0039,1,85.97,85.97,USD,pending,AMER,2026-04-06T15:50:00Z
ORD-100231,CUST-00240,SKU-0015,10,242.87,2428.70,USD,paid,,2026-04-24T07:45:00Z
ORD-100232,CUST-00403,SKU-0019,1,102.12,102.12,USD,paid,EMEA,2026-02-23T09:25:00Z
ORD-100233,CUST-00135,SKU-0038,4,183.16,732.64,USD,paid,,2026-02-06T22:22:00Z
ORD-100234,CUST-00028,SKU-0034,10,57.24,572.40,USD,cancelled,APAC,2026-03-02T06:46:00Z
ORD-100235,CUST-00327,SKU-0022,5,473.78,2368.90,USD,pending,APAC,2026-01-23T17:55:00Z
ORD-100236,CUST-00448,SKU-0015,5,293.50,1467.50,USD,paid,,2026-04-15T07:30:00Z
ORD-100237,CUST-00044,SKU-0039,12,35.11,421.32,USD,paid,APAC,2026-01-25T02:43:00Z
ORD-100238,CUST-00009,SKU-0011,2,60.13,120.26,USD,paid,EMEA,2026-02-11T01:22:00Z
ORD-100239,CUST-00067,SKU-0015,3,133.75,401.25,USD,paid,EMEA,2026-03-26T18:24:00Z
ORD-100240,CUST-00292,SKU-0017,12,223.82,2685.84,USD,paid,AMER,2026-01-08T00:07:00Z
ORD-100241,CUST-00039,SKU-0028,12,374.38,4492.56,EUR,paid,AMER,2026-02-27T18:50:00Z
ORD-100242,CUST-00156,SKU-0039,3,396.69,1190.07,USD,paid,AMER,2026-02-25T05:13:00Z
ORD-100243,CUST-00173,SKU-0008,2,213.74,427.48,USD,paid,AMER,2026-02-19T11:45:00Z
ORD-100244,CUST-00066,SKU-0036,2,412.12,824.24,USD,refunded,APAC,2026-03-14T23:49:00Z
ORD-100245,CUST-00229,SKU-0001,8,454.30,3634.40,USD,paid,AMER,2026-01-07T19:39:00Z
ORD-100246,CUST-00090,SKU-0028,7,479.49,3356.43,USD,paid,,2026-02-01T01:53:00Z
ORD-100247,CUST-00225,SKU-0015,5,219.20,1096.00,USD,paid,AMER,2026-02-14T16:30:00Z
ORD-100248,CUST-00444,SKU-0024,12,322.12,3865.44,EUR,paid,,2026-01-21T09:06:00Z
